"id","station_id_id","stop_id_id","station_name","stop_desc","run_number","route_id","destination_id","destination_name","route_direction_code","prediction_generated","expected_arrival","is_approaching","is_scheduled","is_fit","degree","is_delayed","time_scraped"
74527,30036,30036,"Sox-35th","Service toward Howard",836,"Red",30036,"Howard",1,"2012-11-01 01:55:53-05","2012-11-01 02:08:53-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
74528,30170,30170,"Thorndale","Service toward 95th",936,"Red",30170,"95th/Dan Ryan",5,"2012-11-01 01:56:01-05","2012-11-01 02:08:01-05",0,1,0,0,0,"2012-11-21 00:00:00-06"
74529,30169,30169,"Thorndale","Service toward Howard",938,"Red",30169,"Howard",1,"2012-11-01 01:55:10-05","2012-11-01 02:02:10-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
74530,30169,30169,"Thorndale","Service toward Howard",834,"Red",30169,"Howard",1,"2012-11-01 01:55:55-05","2012-11-01 02:12:55-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
74531,30106,30106,"Wilson","Service toward 95th",935,"Red",30106,"95th/Dan Ryan",5,"2012-11-01 01:55:39-05","2012-11-01 01:59:39-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
74532,30105,30105,"Wilson","Service toward Howard",938,"Red",30105,"Howard",1,"2012-11-01 01:55:10-05","2012-11-01 01:57:10-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
74533,30105,30105,"Wilson","Service toward Howard",834,"Red",30105,"Howard",1,"2012-11-01 01:55:55-05","2012-11-01 02:07:55-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93298,30238,30238,"47th","Service toward 95th",837,"Red",30238,"95th/Dan Ryan",5,"2012-11-02 04:15:22-05","2012-11-02 04:20:22-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93299,30237,30237,"47th","Service toward Howard",939,"Red",30237,"Howard",1,"2012-11-02 04:15:58-05","2012-11-02 04:24:58-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93300,30237,30237,"47th","Service toward Howard",902,"Red",30237,"Howard",1,"2012-11-02 04:15:41-05","2012-11-02 04:29:41-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93301,30178,30178,"63rd","Service toward 95th",837,"Red",30178,"95th/Dan Ryan",5,"2012-11-02 04:15:49-05","2012-11-02 04:25:49-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93302,30177,30177,"63rd","Service toward Howard",939,"Red",30177,"Howard",1,"2012-11-02 04:15:58-05","2012-11-02 04:20:58-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93303,30177,30177,"63rd","Service toward Howard",902,"Red",30177,"Howard",1,"2012-11-02 04:15:41-05","2012-11-02 04:24:41-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93304,30192,30192,"69th","Service toward 95th",837,"Red",30192,"95th/Dan Ryan",5,"2012-11-02 04:15:49-05","2012-11-02 04:29:49-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93305,30191,30191,"69th","Service toward Howard",939,"Red",30191,"Howard",1,"2012-11-02 04:15:58-05","2012-11-02 04:17:58-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93306,30191,30191,"69th","Service toward Howard",902,"Red",30191,"Howard",1,"2012-11-02 04:15:41-05","2012-11-02 04:21:41-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93307,30047,30047,"79th","Service toward 95th",836,"Red",30047,"95th/Dan Ryan",5,"2012-11-02 04:15:58-05","2012-11-02 04:16:58-05",1,0,0,0,0,"2012-11-21 00:00:00-06"
93308,30047,30047,"79th","Service toward 95th",837,"Red",30047,"95th/Dan Ryan",5,"2012-11-02 04:15:49-05","2012-11-02 04:32:49-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93309,30046,30046,"79th","Service toward Howard",902,"Red",30046,"Howard",1,"2012-11-02 04:15:41-05","2012-11-02 04:18:41-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93310,30276,30276,"87th","Service toward 95th",836,"Red",30276,"95th/Dan Ryan",5,"2012-11-02 04:15:58-05","2012-11-02 04:19:58-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93311,30275,30275,"87th","Service toward Howard",902,"Red",30275,"Howard",1,"2012-11-02 04:15:41-05","2012-11-02 04:16:41-05",1,0,0,0,0,"2012-11-21 00:00:00-06"
93312,30088,30088,"95th/Dan Ryan","Service toward Howard",835,"Red",30088,"Howard",1,"2012-11-02 04:16:00-05","2012-11-02 04:25:00-05",0,1,0,0,0,"2012-11-21 00:00:00-06"
93313,30274,30274,"Addison","Service toward 95th",839,"Red",30274,"95th/Dan Ryan",5,"2012-11-02 04:15:59-05","2012-11-02 04:17:59-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93314,30274,30274,"Addison","Service toward 95th",801,"Red",30274,"95th/Dan Ryan",5,"2012-11-02 04:15:33-05","2012-11-02 04:31:33-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
93315,30273,30273,"Addison","Service toward Howard",901,"Red",30273,"Howard",1,"2012-11-02 04:15:53-05","2012-11-02 04:18:53-05",0,0,0,0,0,"2012-11-21 00:00:00-06"
93316,30273,30273,"Addison","Service toward Howard",937,"Red",30273,"Howard",1,"2012-11-02 04:15:46-05","2012-11-02 04:27:46-05",0,0,0,1,0,"2012-11-21 00:00:00-06"
